0, Altura: 260, Velocidade: 100, Pressão: 254
242,7211, Altura: 95289, Velocidade: 73294, Pressão: 254
243,0545, Altura: 95419, Velocidade: 73394, Pressão: 254
243,3878, Altura: 95549, Velocidade: 73495, Pressão: 254
243,7211, Altura: 95679, Velocidade: 73595, Pressão: 254
244,0545, Altura: 95809, Velocidade: 73695, Pressão: 254
244,3878, Altura: 95939, Velocidade: 73795, Pressão: 254
244,7211, Altura: 96069, Velocidade: 73895, Pressão: 254
245,0545, Altura: 96199, Velocidade: 73995, Pressão: 254
245,3878, Altura: 96329, Velocidade: 74095, Pressão: 254
245,7211, Altura: 96459, Velocidade: 74195, Pressão: 254
246,0545, Altura: 96589, Velocidade: 74296, Pressão: 254
246,3878, Altura: 96719, Velocidade: 74396, Pressão: 254
246,7211, Altura: 96849, Velocidade: 74496, Pressão: 254
247,0545, Altura: 96979, Velocidade: 74596, Pressão: 254
247,3878, Altura: 97109, Velocidade: 74696, Pressão: 254
247,7211, Altura: 97239, Velocidade: 74796, Pressão: 254
248,0545, Altura: 97369, Velocidade: 74896, Pressão: 254
248,3878, Altura: 97499, Velocidade: 74997, Pressão: 254
248,7211, Altura: 97629, Velocidade: 75097, Pressão: 254
249,0545, Altura: 97759, Velocidade: 75197, Pressão: 254
249,3878, Altura: 97889, Velocidade: 75297, Pressão: 254
249,7211, Altura: 98019, Velocidade: 75397, Pressão: 254
250,0545, Altura: 98149, Velocidade: 75497, Pressão: 254
250,3878, Altura: 98279, Velocidade: 75597, Pressão: 254
250,7211, Altura: 98409, Velocidade: 75697, Pressão: 254
251,0545, Altura: 98539, Velocidade: 75798, Pressão: 254
251,3878, Altura: 98669, Velocidade: 75898, Pressão: 254
251,7211, Altura: 98799, Velocidade: 75998, Pressão: 254
252,0545, Altura: 98929, Velocidade: 76098, Pressão: 254
252,3878, Altura: 99059, Velocidade: 76198, Pressão: 254
252,7211, Altura: 99189, Velocidade: 76298, Pressão: 254
253,0545, Altura: 99319, Velocidade: 76398, Pressão: 254
253,3878, Altura: 99449, Velocidade: 76498, Pressão: 254
253,7211, Altura: 99579, Velocidade: 76598, Pressão: 254
254,0545, Altura: 99709, Velocidade: 76699, Pressão: 254
254,3878, Altura: 99839, Velocidade: 76799, Pressão: 254
254,7211, Altura: 99969, Velocidade: 76899, Pressão: 254
255,0545, Altura: 100099, Velocidade: 76999, Pressão: 254
255,3878, Altura: 100229, Velocidade: 77099, Pressão: 254
255,7211, Altura: 100359, Velocidade: 77199, Pressão: 254
256,0545, Altura: 100489, Velocidade: 77300, Pressão: 254
256,3878, Altura: 100619, Velocidade: 77400, Pressão: 254
256,7211, Altura: 100749, Velocidade: 77500, Pressão: 254
257,0545, Altura: 100879, Velocidade: 77600, Pressão: 254
257,3878, Altura: 101009, Velocidade: 77700, Pressão: 254
257,7211, Altura: 101139, Velocidade: 77800, Pressão: 254
258,0545, Altura: 101269, Velocidade: 77900, Pressão: 254
258,3878, Altura: 101399, Velocidade: 78000, Pressão: 254
258,7211, Altura: 101529, Velocidade: 78101, Pressão: 254
259,0545, Altura: 101659, Velocidade: 78201, Pressão: 254
259,3878, Altura: 101789, Velocidade: 78301, Pressão: 254
259,7211, Altura: 101919, Velocidade: 78401, Pressão: 254
260,0545, Altura: 102049, Velocidade: 78501, Pressão: 254
260,3878, Altura: 102179, Velocidade: 78601, Pressão: 254
260,7211, Altura: 102309, Velocidade: 78701, Pressão: 254
261,0545, Altura: 102439, Velocidade: 78802, Pressão: 254
261,3878, Altura: 102569, Velocidade: 78902, Pressão: 254
261,7211, Altura: 102699, Velocidade: 79002, Pressão: 254
262,0545, Altura: 102829, Velocidade: 79102, Pressão: 254
262,3878, Altura: 102959, Velocidade: 79202, Pressão: 254
262,7211, Altura: 103089, Velocidade: 79302, Pressão: 254
263,0545, Altura: 103219, Velocidade: 79402, Pressão: 254
263,3878, Altura: 103349, Velocidade: 79503, Pressão: 254
263,7211, Altura: 103479, Velocidade: 79603, Pressão: 254
264,0545, Altura: 103609, Velocidade: 79703, Pressão: 254
264,3878, Altura: 103739, Velocidade: 79803, Pressão: 254
264,7211, Altura: 103869, Velocidade: 79903, Pressão: 254
265,0545, Altura: 103999, Velocidade: 80003, Pressão: 254
265,3878, Altura: 104129, Velocidade: 80103, Pressão: 254
265,7211, Altura: 104259, Velocidade: 80203, Pressão: 254
266,0545, Altura: 104389, Velocidade: 80304, Pressão: 254
266,3878, Altura: 104519, Velocidade: 80404, Pressão: 254
266,7211, Altura: 104649, Velocidade: 80504, Pressão: 254
267,0545, Altura: 104779, Velocidade: 80604, Pressão: 254
267,3878, Altura: 104909, Velocidade: 80704, Pressão: 254
267,7211, Altura: 105039, Velocidade: 80804, Pressão: 254
268,0545, Altura: 105169, Velocidade: 80904, Pressão: 254
268,3878, Altura: 105299, Velocidade: 81004, Pressão: 254
268,7211, Altura: 105429, Velocidade: 81105, Pressão: 254
269,0545, Altura: 105559, Velocidade: 81205, Pressão: 254
269,3878, Altura: 105689, Velocidade: 81305, Pressão: 254
269,7211, Altura: 105819, Velocidade: 81405, Pressão: 254
270,0545, Altura: 105949, Velocidade: 81505, Pressão: 254
270,3878, Altura: 106079, Velocidade: 81605, Pressão: 254
270,7211, Altura: 106209, Velocidade: 81705, Pressão: 254
271,0545, Altura: 106339, Velocidade: 81806, Pressão: 254
271,3878, Altura: 106469, Velocidade: 81906, Pressão: 254
271,7211, Altura: 106599, Velocidade: 82006, Pressão: 254
272,0545, Altura: 106729, Velocidade: 82106, Pressão: 254
272,3878, Altura: 106859, Velocidade: 82206, Pressão: 254
272,7211, Altura: 106989, Velocidade: 82306, Pressão: 254
273,0545, Altura: 107119, Velocidade: 82406, Pressão: 254
273,3878, Altura: 107250, Velocidade: 82507, Pressão: 254
273,7211, Altura: 107380, Velocidade: 82607, Pressão: 254
274,0545, Altura: 107510, Velocidade: 82707, Pressão: 254
274,3878, Altura: 107640, Velocidade: 82807, Pressão: 254
274,7211, Altura: 107770, Velocidade: 82907, Pressão: 254
275,0545, Altura: 107900, Velocidade: 83007, Pressão: 254
275,3878, Altura: 108030, Velocidade: 83107, Pressão: 254
275,7211, Altura: 108160, Velocidade: 83207, Pressão: 254
276,0545, Altura: 108290, Velocidade: 83308, Pressão: 254
276,3878, Altura: 108420, Velocidade: 83408, Pressão: 254
276,7211, Altura: 108550, Velocidade: 83508, Pressão: 254
277,0545, Altura: 108680, Velocidade: 83608, Pressão: 254
277,3878, Altura: 108810, Velocidade: 83708, Pressão: 254
277,7211, Altura: 108940, Velocidade: 83808, Pressão: 254
278,0545, Altura: 109070, Velocidade: 83908, Pressão: 254
278,3878, Altura: 109200, Velocidade: 84009, Pressão: 254
278,7211, Altura: 109330, Velocidade: 84109, Pressão: 254
279,0545, Altura: 109460, Velocidade: 84209, Pressão: 254
279,3878, Altura: 109590, Velocidade: 84309, Pressão: 254
279,7211, Altura: 109720, Velocidade: 84409, Pressão: 254
280,0545, Altura: 109850, Velocidade: 84509, Pressão: 254
280,3878, Altura: 109980, Velocidade: 84609, Pressão: 254
280,7211, Altura: 110110, Velocidade: 84709, Pressão: 254
281,0545, Altura: 110240, Velocidade: 84810, Pressão: 254
281,3878, Altura: 110370, Velocidade: 84910, Pressão: 254
281,7211, Altura: 110500, Velocidade: 85010, Pressão: 254
282,0545, Altura: 110630, Velocidade: 85110, Pressão: 254
282,3878, Altura: 110760, Velocidade: 85210, Pressão: 254
282,7211, Altura: 110890, Velocidade: 85310, Pressão: 254
283,0545, Altura: 111020, Velocidade: 85410, Pressão: 254
283,3878, Altura: 111150, Velocidade: 85510, Pressão: 254
283,7211, Altura: 111280, Velocidade: 85611, Pressão: 254
284,0545, Altura: 111410, Velocidade: 85711, Pressão: 254
284,3878, Altura: 111540, Velocidade: 85811, Pressão: 254
284,7211, Altura: 111670, Velocidade: 85911, Pressão: 254
285,0545, Altura: 111800, Velocidade: 86011, Pressão: 254
285,3878, Altura: 111930, Velocidade: 86111, Pressão: 254
285,7211, Altura: 112060, Velocidade: 86211, Pressão: 254
286,0545, Altura: 112190, Velocidade: 86312, Pressão: 254
286,3878, Altura: 112320, Velocidade: 86412, Pressão: 254
286,7211, Altura: 112450, Velocidade: 86512, Pressão: 254
287,0545, Altura: 112580, Velocidade: 86612, Pressão: 254
287,3878, Altura: 112710, Velocidade: 86712, Pressão: 254
287,7211, Altura: 112840, Velocidade: 86812, Pressão: 254
288,0545, Altura: 112970, Velocidade: 86912, Pressão: 254
288,3878, Altura: 113100, Velocidade: 87013, Pressão: 254
288,7211, Altura: 113230, Velocidade: 87113, Pressão: 254
289,0545, Altura: 113360, Velocidade: 87213, Pressão: 254
289,3878, Altura: 113490, Velocidade: 87313, Pressão: 254
289,7211, Altura: 113620, Velocidade: 87413, Pressão: 254
290,0545, Altura: 113750, Velocidade: 87513, Pressão: 254
290,3878, Altura: 113880, Velocidade: 87613, Pressão: 254
290,7211, Altura: 114010, Velocidade: 87714, Pressão: 254
291,0545, Altura: 114140, Velocidade: 87814, Pressão: 254
291,3878, Altura: 114270, Velocidade: 87914, Pressão: 254
291,7211, Altura: 114400, Velocidade: 88014, Pressão: 254
292,0545, Altura: 114530, Velocidade: 88114, Pressão: 254
292,3878, Altura: 114660, Velocidade: 88214, Pressão: 254
292,7211, Altura: 114790, Velocidade: 88314, Pressão: 254
293,0545, Altura: 114920, Velocidade: 88415, Pressão: 254
293,3878, Altura: 115050, Velocidade: 88515, Pressão: 254
293,7211, Altura: 115180, Velocidade: 88615, Pressão: 254
294,0545, Altura: 115310, Velocidade: 88715, Pressão: 254
294,3878, Altura: 115440, Velocidade: 88815, Pressão: 254
294,7211, Altura: 115570, Velocidade: 88915, Pressão: 254
295,0545, Altura: 115700, Velocidade: 89015, Pressão: 254
295,3878, Altura: 115830, Velocidade: 89115, Pressão: 254
295,7211, Altura: 115960, Velocidade: 89216, Pressão: 254
296,0545, Altura: 116090, Velocidade: 89316, Pressão: 254
296,3878, Altura: 116220, Velocidade: 89416, Pressão: 254
296,7211, Altura: 116350, Velocidade: 89516, Pressão: 254
297,0545, Altura: 116480, Velocidade: 89616, Pressão: 254
297,3878, Altura: 116610, Velocidade: 89716, Pressão: 254
297,7211, Altura: 116740, Velocidade: 89816, Pressão: 254
298,0545, Altura: 116870, Velocidade: 89916, Pressão: 254
298,3878, Altura: 117000, Velocidade: 90017, Pressão: 254
298,7211, Altura: 117130, Velocidade: 90117, Pressão: 254
299,0545, Altura: 117260, Velocidade: 90217, Pressão: 254
299,3878, Altura: 117390, Velocidade: 90317, Pressão: 254
299,7211, Altura: 117520, Velocidade: 90417, Pressão: 254
300,0545, Altura: 117650, Velocidade: 90517, Pressão: 254
300,3878, Altura: 117780, Velocidade: 90617, Pressão: 254
300,7211, Altura: 117910, Velocidade: 90717, Pressão: 254
301,0545, Altura: 118040, Velocidade: 90818, Pressão: 254
301,3878, Altura: 118170, Velocidade: 90918, Pressão: 254
301,7211, Altura: 118300, Velocidade: 91018, Pressão: 254
302,0545, Altura: 118430, Velocidade: 91118, Pressão: 254
302,3878, Altura: 118560, Velocidade: 91218, Pressão: 254
302,7211, Altura: 118690, Velocidade: 91318, Pressão: 254
303,0545, Altura: 118820, Velocidade: 91419, Pressão: 254
303,3878, Altura: 118950, Velocidade: 91519, Pressão: 254
303,7211, Altura: 119080, Velocidade: 91619, Pressão: 254
304,0545, Altura: 119210, Velocidade: 91719, Pressão: 254
304,3878, Altura: 119340, Velocidade: 91819, Pressão: 254
304,7211, Altura: 119470, Velocidade: 91919, Pressão: 254
305,0545, Altura: 119600, Velocidade: 92019, Pressão: 254
305,3878, Altura: 119730, Velocidade: 92119, Pressão: 254
305,7211, Altura: 119860, Velocidade: 92220, Pressão: 254
306,0545, Altura: 119990, Velocidade: 92320, Pressão: 254
306,3878, Altura: 120120, Velocidade: 92420, Pressão: 254
306,7211, Altura: 120250, Velocidade: 92520, Pressão: 254
307,0545, Altura: 120380, Velocidade: 92620, Pressão: 254
307,3878, Altura: 120510, Velocidade: 92720, Pressão: 254
307,7211, Altura: 120640, Velocidade: 92820, Pressão: 254
308,0545, Altura: 120770, Velocidade: 92921, Pressão: 254
308,3878, Altura: 120900, Velocidade: 93021, Pressão: 254
308,7211, Altura: 121030, Velocidade: 93121, Pressão: 254
309,0545, Altura: 121160, Velocidade: 93221, Pressão: 254
309,3878, Altura: 121290, Velocidade: 93321, Pressão: 254
309,7211, Altura: 121420, Velocidade: 93421, Pressão: 254
310,0545, Altura: 121550, Velocidade: 93521, Pressão: 254
310,3878, Altura: 121680, Velocidade: 93621, Pressão: 254
310,7211, Altura: 121810, Velocidade: 93722, Pressão: 254
311,0545, Altura: 121940, Velocidade: 93822, Pressão: 254
311,3878, Altura: 122070, Velocidade: 93922, Pressão: 254
311,7211, Altura: 122200, Velocidade: 94022, Pressão: 254
312,0545, Altura: 122330, Velocidade: 94122, Pressão: 254
312,3878, Altura: 122460, Velocidade: 94222, Pressão: 254
312,7211, Altura: 122590, Velocidade: 94322, Pressão: 254
313,0545, Altura: 122720, Velocidade: 94422, Pressão: 254
313,3878, Altura: 122850, Velocidade: 94523, Pressão: 254
313,7211, Altura: 122980, Velocidade: 94623, Pressão: 254
314,0545, Altura: 123110, Velocidade: 94723, Pressão: 254
314,3878, Altura: 123240, Velocidade: 94823, Pressão: 254
314,7211, Altura: 123370, Velocidade: 94923, Pressão: 254
315,0545, Altura: 123500, Velocidade: 95023, Pressão: 254
315,3878, Altura: 123630, Velocidade: 95123, Pressão: 254
315,7211, Altura: 123760, Velocidade: 95224, Pressão: 254
316,0545, Altura: 123890, Velocidade: 95324, Pressão: 254
316,3878, Altura: 124020, Velocidade: 95424, Pressão: 254
316,7211, Altura: 124150, Velocidade: 95524, Pressão: 254
317,0545, Altura: 124280, Velocidade: 95624, Pressão: 254
317,3878, Altura: 124410, Velocidade: 95724, Pressão: 254
317,7211, Altura: 124540, Velocidade: 95824, Pressão: 254
318,0545, Altura: 124670, Velocidade: 95925, Pressão: 254
318,3878, Altura: 124800, Velocidade: 96025, Pressão: 254
318,7211, Altura: 124930, Velocidade: 96125, Pressão: 254
319,0545, Altura: 125060, Velocidade: 96225, Pressão: 254
319,3878, Altura: 125190, Velocidade: 96325, Pressão: 254
319,7211, Altura: 125320, Velocidade: 96425, Pressão: 254
320,0545, Altura: 125450, Velocidade: 96525, Pressão: 254
320,3878, Altura: 125580, Velocidade: 96626, Pressão: 254
320,7211, Altura: 125710, Velocidade: 96726, Pressão: 254
321,0545, Altura: 125840, Velocidade: 96826, Pressão: 254
321,3878, Altura: 125970, Velocidade: 96926, Pressão: 254
321,7211, Altura: 126100, Velocidade: 97026, Pressão: 254
322,0545, Altura: 126230, Velocidade: 97126, Pressão: 254
322,3878, Altura: 126360, Velocidade: 97226, Pressão: 254
322,7211, Altura: 126490, Velocidade: 97326, Pressão: 254
323,0545, Altura: 126620, Velocidade: 97427, Pressão: 254
323,3878, Altura: 126750, Velocidade: 97527, Pressão: 254
323,7211, Altura: 126880, Velocidade: 97627, Pressão: 254
324,0545, Altura: 127010, Velocidade: 97727, Pressão: 254
324,3878, Altura: 127140, Velocidade: 97827, Pressão: 254
324,7211, Altura: 127270, Velocidade: 97927, Pressão: 254
325,0545, Altura: 127400, Velocidade: 98027, Pressão: 254
325,3878, Altura: 127530, Velocidade: 98128, Pressão: 254
325,7211, Altura: 127660, Velocidade: 98228, Pressão: 254
326,0545, Altura: 127790, Velocidade: 98328, Pressão: 254
326,3878, Altura: 127920, Velocidade: 98428, Pressão: 254
326,7211, Altura: 128050, Velocidade: 98528, Pressão: 254
327,0545, Altura: 128180, Velocidade: 98628, Pressão: 254
327,3878, Altura: 128310, Velocidade: 98728, Pressão: 254
327,7211, Altura: 128440, Velocidade: 98828, Pressão: 254
328,0545, Altura: 128570, Velocidade: 98929, Pressão: 254
328,3878, Altura: 128700, Velocidade: 99029, Pressão: 254
328,7211, Altura: 128830, Velocidade: 99129, Pressão: 254
329,0545, Altura: 128960, Velocidade: 99229, Pressão: 254
329,3878, Altura: 129090, Velocidade: 99329, Pressão: 254
329,7211, Altura: 129220, Velocidade: 99429, Pressão: 254
330,0545, Altura: 129350, Velocidade: 99529, Pressão: 254
330,3878, Altura: 129480, Velocidade: 99629, Pressão: 254
330,7211, Altura: 129610, Velocidade: 99730, Pressão: 254
331,0545, Altura: 129740, Velocidade: 99830, Pressão: 254
331,3878, Altura: 129870, Velocidade: 99930, Pressão: 254
331,7211, Altura: 130000, Velocidade: 100030, Pressão: 254
332,0545, Altura: 130130, Velocidade: 100130, Pressão: 254
332,3878, Altura: 130260, Velocidade: 100230, Pressão: 254
332,7211, Altura: 130390, Velocidade: 100330, Pressão: 254
333,0545, Altura: 130520, Velocidade: 100431, Pressão: 254
333,3878, Altura: 130650, Velocidade: 100531, Pressão: 254
333,7211, Altura: 130780, Velocidade: 100631, Pressão: 254
334,0545, Altura: 130910, Velocidade: 100731, Pressão: 254
334,3878, Altura: 131040, Velocidade: 100831, Pressão: 254
334,7211, Altura: 131170, Velocidade: 100931, Pressão: 254
335,0545, Altura: 131300, Velocidade: 101032, Pressão: 254
335,3878, Altura: 131430, Velocidade: 101132, Pressão: 254
335,7211, Altura: 131560, Velocidade: 101232, Pressão: 254
336,0545, Altura: 131690, Velocidade: 101332, Pressão: 254
336,3878, Altura: 131820, Velocidade: 101432, Pressão: 254
336,7211, Altura: 131950, Velocidade: 101532, Pressão: 254
337,0545, Altura: 132080, Velocidade: 101632, Pressão: 254
337,3878, Altura: 132210, Velocidade: 101733, Pressão: 254
337,7211, Altura: 132340, Velocidade: 101833, Pressão: 254
338,0545, Altura: 132470, Velocidade: 101933, Pressão: 254
338,3878, Altura: 132600, Velocidade: 102033, Pressão: 254
338,7211, Altura: 132730, Velocidade: 102133, Pressão: 254
339,0545, Altura: 132860, Velocidade: 102233, Pressão: 254
339,3878, Altura: 132990, Velocidade: 102333, Pressão: 254
339,7211, Altura: 133120, Velocidade: 102433, Pressão: 254
340,0545, Altura: 133250, Velocidade: 102534, Pressão: 254
340,3878, Altura: 133380, Velocidade: 102634, Pressão: 254
340,7211, Altura: 133510, Velocidade: 102734, Pressão: 254
341,0545, Altura: 133640, Velocidade: 102834, Pressão: 254
341,3878, Altura: 133770, Velocidade: 102934, Pressão: 254
341,7211, Altura: 133901, Velocidade: 103034, Pressão: 254
342,0545, Altura: 134031, Velocidade: 103134, Pressão: 254
342,3878, Altura: 134161, Velocidade: 103235, Pressão: 254
342,7211, Altura: 134291, Velocidade: 103335, Pressão: 254
343,0545, Altura: 134421, Velocidade: 103435, Pressão: 254
343,3878, Altura: 134551, Velocidade: 103535, Pressão: 254
343,7211, Altura: 134681, Velocidade: 103635, Pressão: 254
344,0545, Altura: 134811, Velocidade: 103735, Pressão: 254
344,3878, Altura: 134941, Velocidade: 103835, Pressão: 254
344,7211, Altura: 135071, Velocidade: 103935, Pressão: 254
345,0545, Altura: 135201, Velocidade: 104036, Pressão: 254
345,3878, Altura: 135331, Velocidade: 104136, Pressão: 254
345,7211, Altura: 135461, Velocidade: 104236, Pressão: 254
346,0545, Altura: 135591, Velocidade: 104336, Pressão: 254
346,3878, Altura: 135721, Velocidade: 104436, Pressão: 254
346,7211, Altura: 135851, Velocidade: 104536, Pressão: 254
347,0545, Altura: 135981, Velocidade: 104637, Pressão: 254
347,3878, Altura: 136111, Velocidade: 104737, Pressão: 254
347,7211, Altura: 136241, Velocidade: 104837, Pressão: 254
348,0545, Altura: 136371, Velocidade: 104937, Pressão: 254
348,3878, Altura: 136501, Velocidade: 105037, Pressão: 254
348,7211, Altura: 136631, Velocidade: 105137, Pressão: 254
349,0545, Altura: 136761, Velocidade: 105237, Pressão: 254
349,3878, Altura: 136891, Velocidade: 105338, Pressão: 254
